Case ID;Activity;Start Date;End Date;Agent Position;Customer ID;Product;Service Type;Resource
Case 266;Handle Case;23.4.10 10:55;23.4.10 11:00;FL;Customer 223;iPhone;Product Assistance;Ross
Case 266;Handle Case;26.4.10 15:34;26.4.10 15:41;FL;Customer 223;iPhone;Product Assistance;Harold
Case 266;Handle Case;29.4.10 14:06;29.4.10 14:08;FL;Customer 223;iPhone;Product Assistance;Ross
Case 268;Handle Case;26.3.10 14:21;26.3.10 14:21;FL;Customer 225;MacBook Pro;Product Assistance;Jochem
Case 279;Handle Case;14.3.10 15:49;14.3.10 15:49;FL;Customer 236;MacBook Pro;Referred to Servicer;Wil
Case 279;Handle Case;15.3.10 7:13;15.3.10 7:15;BL;Customer 236;MacBook Pro;Referred to Servicer;Mathias
Case 289;Handle Case;1.4.10 7:38;1.4.10 7:41;BL;Customer 244;MacBook Pro;Referred to Servicer;Mathias
Case 290;Handle Case;20.3.10 7:46;20.3.10 7:48;BL;Customer 245;MacBook Pro;Referred to Servicer;Mathias
Case 293;Handle Case;22.3.10 15:25;22.3.10 15:26;FL;Customer 3;MacBook Pro;Product Assistance;Barbara
Case 296;Handle Case;14.3.10 11:41;14.3.10 11:41;FL;Customer 250;MacBook Pro;Product Assistance;Henk
Case 299;Handle Case;5.3.10 7:22;5.3.10 7:23;BL;Customer 253;MacBook Pro;Referred to Servicer;Mathias
Case 300;Handle Case;19.3.10 10:58;19.3.10 10:58;FL;Customer 254;MacBook Pro;Referred to Servicer;Kenny
Case 300;Handle Case;20.3.10 10:45;20.3.10 10:45;FL;Customer 254;MacBook Pro;Referred to Servicer;Kenny
Case 314;Handle Case;13.3.10 7:55;13.3.10 7:58;BL;Customer 268;MacBook Pro;Referred to Servicer;Mathias
Case 323;Handle Case;25.3.10 15:38;25.3.10 15:39;FL;Customer 276;iPhone;Product Assistance;Wil
Case 325;Handle Case;11.3.10 10:02;11.3.10 10:02;FL;Customer 278;iPhone;Product Assistance;Susi
Case 326;Handle Case;29.3.10 6:41;29.3.10 6:43;BL;Customer 279;MacBook Pro;Referred to Servicer;Mathias
Case 327;Handle Case;11.3.10 8:20;11.3.10 8:22;BL;Customer 280;MacBook Pro;Referred to Servicer;Mathias
Case 331;Handle Case;14.3.10 7:24;14.3.10 7:25;BL;Customer 284;MacBook Pro;Referred to Servicer;Mathias
Case 335;Handle Case;27.3.10 10:34;27.3.10 10:38;FL;Customer 288;MacBook Pro;Referred to Servicer;Harold
Case 335;Handle Case;28.3.10 7:16;28.3.10 7:18;BL;Customer 288;MacBook Pro;Referred to Servicer;Mathias
Case 350;Handle Case;26.3.10 11:51;26.3.10 11:51;FL;Customer 301;iPhone;Product Assistance;David
Case 350;Handle Case;28.3.10 14:44;28.3.10 14:45;FL;Customer 301;iPhone;Product Assistance;Jochem
Case 354;Handle Case;12.3.10 14:02;12.3.10 14:07;BL;Customer 305;iPhone;Product Assistance;Steve
Case 354;Handle Case;14.3.10 10:48;14.3.10 10:49;FL;Customer 305;iPhone;Product Assistance;Ton
Case 354;Handle Case;14.3.10 15:33;14.3.10 15:34;BL;Customer 305;iPhone;Product Assistance;Stephanie
Case 354;Handle Case;15.3.10 7:41;15.3.10 7:42;FL;Customer 305;iPhone;Product Assistance;David
Case 354;Handle Case;20.3.10 13:18;20.3.10 13:19;FL;Customer 305;iPhone;Product Assistance;Barbara
Case 355;Handle Case;8.4.10 11:56;8.4.10 11:59;FL;Customer 306;MacBook Pro;Product Assistance;Kenny
Case 367;Handle Case;26.3.10 9:57;26.3.10 10:02;BL;Customer 314;MacBook Pro;Referred to Servicer;Mathias
Case 381;Handle Case;25.3.10 9:51;25.3.10 9:52;FL;Customer 327;MacBook Pro;Product Assistance;Jochem
Case 381;Handle Case;25.3.10 9:52;25.3.10 15:24;FL;Customer 327;MacBook Pro;Product Assistance;Jochem
Case 381;Handle Case;26.3.10 14:41;26.3.10 14:41;FL;Customer 327;MacBook Pro;Product Assistance;David
Case 389;Handle Case;3.4.10 14:36;3.4.10 14:39;FL;Customer 334;MacBook Pro;Product Assistance;Monique
Case 395;Handle Case;26.3.10 13:07;26.3.10 13:10;FL;Customer 338;MacBook Pro;Product Assistance;Christian
Case 396;Handle Case;12.3.10 10:35;12.3.10 10:37;BL;Customer 339;MacBook Pro;Referred to Servicer;Mathias
Case 400;Handle Case;6.3.10 14:18;6.3.10 14:18;FL;Customer 342;iPhone;Product Assistance;Jochem
Case 402;Handle Case;22.3.10 14:05;22.3.10 14:07;FL;Customer 344;iPhone;Product Assistance;Samuil
Case 404;Handle Case;21.3.10 11:47;21.3.10 11:47;FL;Customer 345;MacBook Pro;Product Assistance;David
Case 412;Handle Case;3.4.10 15:07;3.4.10 15:07;FL;Customer 352;iPhone;Product Assistance;Jochem
Case 430;Handle Case;28.3.10 14:13;28.3.10 14:14;FL;Customer 218;iPhone;Referred to Servicer;Jochem
Case 437;Handle Case;27.3.10 7:28;27.3.10 7:30;BL;Customer 372;MacBook Pro;Referred to Servicer;Mathias
Case 444;Handle Case;29.3.10 13:27;29.3.10 13:28;BL;Customer 378;iPhone;Referred to Servicer;Steve
Case 444;Handle Case;4.4.10 13:44;4.4.10 13:46;BL;Customer 378;iPhone;Referred to Servicer;Steve
Case 444;Handle Case;4.4.10 13:47;4.4.10 13:49;BL;Customer 378;iPhone;Referred to Servicer;Steve
Case 444;Handle Case;11.4.10 12:24;11.4.10 12:26;FL;Customer 378;iPhone;Referred to Servicer;Susi
Case 444;Handle Case;11.4.10 16:04;11.4.10 16:05;BL;Customer 378;iPhone;Referred to Servicer;Steve
Case 444;Handle Case;15.4.10 12:52;15.4.10 12:56;FL;Customer 378;iPhone;Referred to Servicer;Susi
Case 444;Handle Case;22.4.10 13:51;22.4.10 13:51;BL;Customer 378;iPhone;Referred to Servicer;Steve
Case 444;Handle Case;24.4.10 17:39;24.4.10 17:39;BL;Customer 378;iPhone;Referred to Servicer;Vincent
Case 444;Handle Case;26.4.10 13:47;26.4.10 13:48;BL;Customer 378;iPhone;Referred to Servicer;Vincent
Case 460;Handle Case;8.3.10 6:55;8.3.10 6:56;FL;Customer 11;MacBook Pro;Referred to Servicer;Helen
Case 460;Handle Case;11.3.10 11:12;11.3.10 11:12;FL;Customer 11;MacBook Pro;Referred to Servicer;Helen
Case 460;Handle Case;12.3.10 9:13;12.3.10 9:16;BL;Customer 11;MacBook Pro;Referred to Servicer;Mathias
Case 460;Handle Case;13.3.10 8:12;13.3.10 8:13;BL;Customer 11;MacBook Pro;Referred to Servicer;Mathias
Case 465;Handle Case;29.3.10 12:23;29.3.10 12:24;FL;Customer 394;iPhone;Product Assistance;Johan
Case 467;Handle Case;12.3.10 10:12;12.3.10 10:15;BL;Customer 396;MacBook Pro;Referred to Servicer;Mathias
Case 467;Handle Case;18.3.10 7:59;18.3.10 8:02;BL;Customer 396;MacBook Pro;Referred to Servicer;Mathias
Case 477;Handle Case;20.3.10 12:40;20.3.10 12:42;FL;Customer 402;MacBook Pro;Referred to Servicer;Harold
Case 477;Handle Case;21.3.10 11:14;21.3.10 11:14;FL;Customer 402;MacBook Pro;Referred to Servicer;David
Case 477;Handle Case;25.4.10 6:27;25.4.10 6:30;BL;Customer 402;MacBook Pro;Referred to Servicer;Melanie
Case 477;Handle Case;30.4.10 11:10;30.4.10 11:13;BL;Customer 402;MacBook Pro;Referred to Servicer;Melanie
Case 478;Handle Case;27.3.10 14:31;27.3.10 14:31;FL;Customer 403;MacBook Pro;Product Assistance;Mariska
Case 478;Handle Case;4.4.10 9:32;4.4.10 9:33;FL;Customer 403;MacBook Pro;Product Assistance;Mariska
Case 479;Handle Case;7.3.10 14:25;7.3.10 14:25;FL;Customer 404;iPhone;Referred to Servicer;Nancy
Case 484;Handle Case;15.3.10 7:21;15.3.10 7:23;BL;Customer 409;MacBook Pro;Referred to Servicer;Mathias
Case 486;Handle Case;18.3.10 11:28;18.3.10 11:28;FL;Customer 411;iPhone;Product Assistance;Helen
Case 494;Handle Case;19.3.10 7:45;19.3.10 7:46;FL;Customer 418;iPhone;Product Assistance;David
Case 526;Handle Case;8.3.10 7:41;8.3.10 7:42;FL;Customer 445;MacBook Pro;Referred to Servicer;Helen
Case 543;Handle Case;5.3.10 16:24;5.3.10 16:34;FL;Customer 460;iPhone;Referred to Servicer;Monique
Case 543;Handle Case;6.3.10 9:07;6.3.10 9:08;BL;Customer 460;iPhone;Referred to Servicer;Stephanie
Case 550;Handle Case;7.3.10 7:33;7.3.10 7:35;BL;Customer 465;MacBook Pro;Referred to Servicer;Mathias
Case 551;Handle Case;12.3.10 10:53;12.3.10 11:04;FL;Customer 466;iPhone;Product Assistance;Kenny
Case 551;Handle Case;13.3.10 9:58;13.3.10 10:00;FL;Customer 466;iPhone;Product Assistance;Ross
Case 551;Handle Case;15.3.10 11:01;15.3.10 11:02;FL;Customer 466;iPhone;Product Assistance;Kenny
Case 554;Handle Case;19.3.10 13:14;19.3.10 13:14;FL;Customer 467;iPhone;Product Assistance;Patrick
Case 554;Handle Case;20.3.10 13:16;20.3.10 13:16;FL;Customer 467;iPhone;Product Assistance;Patrick
Case 554;Handle Case;22.3.10 14:23;22.3.10 14:23;FL;Customer 467;iPhone;Product Assistance;Patrick
Case 554;Handle Case;29.3.10 14:40;29.3.10 14:40;FL;Customer 467;iPhone;Product Assistance;Patrick
Case 556;Handle Case;27.3.10 8:44;27.3.10 8:44;FL;Customer 469;iPhone;Referred to Servicer;Mary
Case 556;Handle Case;27.3.10 16:10;27.3.10 16:11;FL;Customer 469;iPhone;Referred to Servicer;Mary
Case 565;Handle Case;4.3.10 8:59;4.3.10 9:01;FL;Customer 476;MacBook Pro;Referred to Servicer;Mary
Case 570;Handle Case;27.3.10 13:18;27.3.10 13:18;BL;Customer 479;iPhone;Product Assistance;Steve
Case 589;Handle Case;19.3.10 13:02;19.3.10 13:03;FL;Customer 496;MacBook Pro;Referred to Servicer;Susi
Case 593;Handle Case;20.3.10 15:29;20.3.10 15:30;FL;Customer 499;MacBook Pro;Referred to Servicer;Nancy
Case 593;Handle Case;21.3.10 8:36;21.3.10 8:38;BL;Customer 499;MacBook Pro;Referred to Servicer;Mathias
Case 593;Handle Case;18.4.10 9:44;18.4.10 9:46;BL;Customer 499;MacBook Pro;Referred to Servicer;Mathias
Case 613;Handle Case;25.3.10 14:25;25.3.10 14:26;FL;Customer 517;MacBook Pro;Referred to Servicer;Michael
Case 636;Handle Case;7.3.10 11:52;7.3.10 11:53;BL;Customer 536;iPhone;Referred to Servicer;Stephanie
Case 646;Handle Case;9.3.10 14:35;9.3.10 14:36;FL;Customer 546;iPhone;Product Assistance;Harold
Case 646;Handle Case;11.3.10 7:49;11.3.10 7:49;FL;Customer 546;iPhone;Product Assistance;David
Case 651;Handle Case;28.3.10 16:16;28.3.10 16:17;FL;Customer 3;MacBook Pro;Product Assistance;Michael
Case 663;Handle Case;19.3.10 7:14;19.3.10 7:17;BL;Customer 561;MacBook Pro;Referred to Servicer;Mathias
Case 669;Handle Case;18.3.10 17:29;18.3.10 17:32;FL;Customer 566;MacBook Pro;Product Assistance;Steffi
Case 675;Handle Case;18.3.10 7:56;18.3.10 7:58;BL;Customer 571;MacBook Pro;Referred to Servicer;Mathias
Case 681;Handle Case;15.3.10 16:51;15.3.10 16:57;BL;Customer 577;iPhone;Referred to Servicer;Steve
Case 681;Handle Case;19.3.10 14:53;19.3.10 14:53;FL;Customer 577;iPhone;Referred to Servicer;Wil
Case 683;Handle Case;26.3.10 14:41;26.3.10 14:43;FL;Customer 579;MacBook Pro;Product Assistance;Ton
Case 688;Handle Case;7.3.10 13:44;7.3.10 13:44;FL;Customer 584;MacBook Pro;Product Assistance;Jochem
Case 702;Handle Case;27.3.10 10:20;27.3.10 10:20;FL;Customer 597;MacBook Pro;Product Assistance;David
Case 704;Handle Case;9.3.10 14:19;9.3.10 14:21;FL;Customer 599;iPhone;Referred to Servicer;Harold
Case 704;Handle Case;11.3.10 7:46;11.3.10 7:47;FL;Customer 599;iPhone;Referred to Servicer;David
Case 712;Handle Case;7.3.10 7:35;7.3.10 7:36;BL;Customer 606;MacBook Pro;Referred to Servicer;Mathias
Case 717;Handle Case;2.4.10 13:57;2.4.10 13:58;FL;Customer 609;iPhone;Referred to Servicer;Ton
Case 728;Handle Case;29.3.10 13:43;29.3.10 13:45;FL;Customer 616;MacBook Pro;Referred to Servicer;Monique
Case 731;Handle Case;27.3.10 12:40;27.3.10 12:42;FL;Customer 617;iPhone;Product Assistance;Nancy
Case 733;Handle Case;14.3.10 7:21;14.3.10 7:29;BL;Customer 618;iPhone;Referred to Servicer;Marianne
Case 734;Handle Case;28.3.10 12:27;28.3.10 12:32;FL;Customer 619;MacBook Pro;Product Assistance;Jochem
Case 734;Handle Case;3.4.10 14:19;3.4.10 14:22;BL;Customer 619;MacBook Pro;Product Assistance;Tea
Case 734;Handle Case;4.4.10 9:43;4.4.10 9:44;FL;Customer 619;MacBook Pro;Product Assistance;Mariska
Case 734;Handle Case;9.4.10 6:33;9.4.10 6:37;FL;Customer 619;MacBook Pro;Product Assistance;Mariska
Case 734;Handle Case;9.4.10 6:39;9.4.10 6:40;FL;Customer 619;MacBook Pro;Product Assistance;Jochem
Case 736;Handle Case;1.4.10 12:21;1.4.10 13:40;FL;Customer 621;iPhone;Referred to Servicer;Mary
Case 743;Handle Case;2.4.10 17:52;2.4.10 17:52;FL;Customer 627;iPhone;Product Assistance;Harold
Case 743;Handle Case;3.4.10 9:46;3.4.10 9:47;FL;Customer 627;iPhone;Product Assistance;David
Case 753;Handle Case;19.3.10 9:36;19.3.10 9:38;FL;Customer 635;iPhone;Referred to Servicer;Harold
Case 757;Handle Case;26.3.10 11:09;26.3.10 11:12;FL;Customer 639;iPhone;Product Assistance;Mary
Case 772;Handle Case;8.4.10 12:48;8.4.10 12:48;FL;Customer 650;iPhone;Product Assistance;Maja
Case 772;Handle Case;8.4.10 12:48;8.4.10 12:49;FL;Customer 650;iPhone;Product Assistance;Maja
Case 777;Handle Case;11.3.10 12:43;11.3.10 12:44;FL;Customer 654;iPhone;Product Assistance;Mary
Case 777;Handle Case;12.3.10 10:33;12.3.10 10:35;FL;Customer 654;iPhone;Product Assistance;Harold
Case 777;Handle Case;12.3.10 11:30;12.3.10 11:31;FL;Customer 654;iPhone;Product Assistance;David
Case 778;Handle Case;1.4.10 8:21;1.4.10 8:24;FL;Customer 655;MacBook Pro;Referred to Servicer;Elena
Case 787;Handle Case;25.3.10 11:42;25.3.10 11:43;FL;Customer 662;iPhone;Product Assistance;Susi
Case 793;Handle Case;26.3.10 12:22;26.3.10 12:24;FL;Customer 668;iPhone;Referred to Servicer;Mary
Case 794;Handle Case;1.4.10 8:01;1.4.10 8:04;BL;Customer 669;MacBook Pro;Referred to Servicer;Mathias
Case 796;Handle Case;19.3.10 9:56;19.3.10 9:56;FL;Customer 670;iPhone;Product Assistance;Henk
Case 815;Handle Case;21.3.10 10:19;21.3.10 10:21;FL;Customer 686;iPhone;Product Assistance;Mary
Case 815;Handle Case;27.3.10 15:23;27.3.10 15:24;FL;Customer 686;iPhone;Product Assistance;Mary
Case 815;Handle Case;28.3.10 11:27;28.3.10 11:27;FL;Customer 686;iPhone;Product Assistance;Mary
Case 821;Handle Case;1.4.10 14:04;1.4.10 14:08;FL;Customer 692;iPhone;Referred to Servicer;Harold
Case 821;Handle Case;1.4.10 15:18;1.4.10 15:19;FL;Customer 692;iPhone;Referred to Servicer;David
Case 821;Handle Case;3.4.10 15:46;3.4.10 15:51;BL;Customer 692;iPhone;Referred to Servicer;Kristin
Case 824;Handle Case;5.3.10 11:53;5.3.10 11:56;FL;Customer 694;MacBook Pro;Referred to Servicer;Mary
Case 824;Handle Case;6.3.10 6:33;6.3.10 6:34;BL;Customer 694;MacBook Pro;Referred to Servicer;Mathias
Case 826;Handle Case;7.3.10 7:37;7.3.10 7:38;BL;Customer 696;MacBook Pro;Referred to Servicer;Mathias
Case 829;Handle Case;12.3.10 12:09;12.3.10 12:10;FL;Customer 698;iPhone;Product Assistance;Rachel
Case 840;Handle Case;26.3.10 10:31;26.3.10 10:33;BL;Customer 709;MacBook Pro;Referred to Servicer;Mathias
Case 842;Handle Case;14.3.10 12:57;14.3.10 12:57;FL;Customer 711;MacBook Pro;Referred to Servicer;Maja
Case 844;Handle Case;12.3.10 11:32;12.3.10 11:32;FL;Customer 713;MacBook Pro;Referred to Servicer;David
Case 850;Handle Case;1.4.10 11:24;1.4.10 11:28;FL;Customer 719;MacBook Pro;Product Assistance;Kenny
Case 850;Handle Case;2.4.10 10:57;2.4.10 11:02;FL;Customer 719;MacBook Pro;Product Assistance;Kenny
Case 853;Handle Case;7.3.10 16:18;7.3.10 16:29;FL;Customer 722;MacBook Pro;Product Assistance;Michael
Case 854;Handle Case;19.3.10 14:38;19.3.10 14:50;FL;Customer 723;MacBook Pro;Product Assistance;Jochem
Case 854;Handle Case;21.3.10 13:10;21.3.10 14:14;FL;Customer 723;MacBook Pro;Product Assistance;Jochem
Case 854;Handle Case;25.3.10 13:21;25.3.10 13:21;FL;Customer 723;MacBook Pro;Product Assistance;Jochem
Case 856;Handle Case;29.3.10 8:16;29.3.10 8:16;FL;Customer 725;iPhone;Referred to Servicer;Elena
Case 867;Handle Case;8.3.10 7:20;8.3.10 7:23;BL;Customer 733;iPhone;Product Assistance;Stephanie
Case 867;Handle Case;13.3.10 9:04;13.3.10 9:05;BL;Customer 733;iPhone;Product Assistance;Megan
Case 867;Handle Case;13.3.10 11:52;13.3.10 11:52;BL;Customer 733;iPhone;Product Assistance;Stephanie
Case 868;Handle Case;4.3.10 11:49;4.3.10 11:57;FL;Customer 734;iPhone;Product Assistance;Samuil
Case 870;Handle Case;14.3.10 6:50;14.3.10 6:56;BL;Customer 736;MacBook Pro;Referred to Servicer;Mathias
Case 875;Handle Case;26.3.10 15:13;26.3.10 15:15;FL;Customer 741;MacBook Pro;Referred to Servicer;Harold
Case 875;Handle Case;27.3.10 10:11;27.3.10 10:13;FL;Customer 741;MacBook Pro;Referred to Servicer;David
Case 875;Handle Case;10.4.10 7:45;10.4.10 7:46;FL;Customer 741;MacBook Pro;Referred to Servicer;David
Case 876;Handle Case;14.3.10 7:08;14.3.10 7:10;BL;Customer 742;MacBook Pro;Referred to Servicer;Mathias
Case 876;Handle Case;18.3.10 7:27;18.3.10 7:35;BL;Customer 742;MacBook Pro;Referred to Servicer;Mathias
Case 879;Handle Case;27.3.10 9:11;27.3.10 9:11;FL;Customer 745;MacBook Pro;Product Assistance;Mariska
Case 896;Handle Case;15.3.10 12:53;15.3.10 12:54;FL;Customer 757;MacBook Pro;Product Assistance;Harold
Case 896;Handle Case;18.3.10 14:40;18.3.10 14:41;FL;Customer 757;MacBook Pro;Product Assistance;David
Case 900;Handle Case;12.3.10 12:17;12.3.10 12:17;FL;Customer 761;iPhone;Product Assistance;Nancy
Case 900;Handle Case;19.3.10 13:32;19.3.10 13:37;FL;Customer 761;iPhone;Product Assistance;Nancy
Case 900;Handle Case;29.3.10 14:43;29.3.10 14:44;FL;Customer 761;iPhone;Product Assistance;Nancy
Case 903;Handle Case;8.3.10 7:07;8.3.10 7:09;FL;Customer 763;MacBook Pro;Referred to Servicer;Helen
Case 904;Handle Case;28.3.10 7:34;28.3.10 7:36;BL;Customer 764;MacBook Pro;Referred to Servicer;Mathias
Case 918;Handle Case;30.3.10 9:22;30.3.10 9:23;FL;Customer 775;iPhone;Referred to Servicer;Mary
Case 920;Handle Case;18.3.10 6:55;18.3.10 6:56;BL;Customer 777;MacBook Pro;Referred to Servicer;Mathias
Case 937;Handle Case;19.3.10 14:17;19.3.10 14:23;FL;Customer 790;MacBook Pro;Referred to Servicer;Mary
Case 937;Handle Case;20.3.10 9:36;20.3.10 9:37;FL;Customer 790;MacBook Pro;Referred to Servicer;David
Case 937;Handle Case;22.3.10 11:32;22.3.10 11:38;BL;Customer 790;MacBook Pro;Referred to Servicer;Mathias
Case 937;Handle Case;26.3.10 14:32;26.3.10 14:33;FL;Customer 790;MacBook Pro;Referred to Servicer;David
Case 937;Handle Case;27.3.10 8:57;27.3.10 9:00;BL;Customer 790;MacBook Pro;Referred to Servicer;Mathias
Case 937;Handle Case;27.3.10 10:51;27.3.10 10:53;FL;Customer 790;MacBook Pro;Referred to Servicer;Harold
Case 937;Handle Case;10.4.10 8:50;10.4.10 8:50;FL;Customer 790;MacBook Pro;Referred to Servicer;David
Case 974;Handle Case;20.3.10 10:25;20.3.10 10:30;FL;Customer 817;iPhone;Product Assistance;Mary
Case 974;Handle Case;20.3.10 10:31;20.3.10 10:31;FL;Customer 817;iPhone;Product Assistance;Mary
Case 978;Handle Case;14.3.10 11:47;14.3.10 11:47;FL;Customer 819;iPhone;Product Assistance;Henk
Case 980;Handle Case;11.3.10 13:35;11.3.10 13:35;FL;Customer 820;iPhone;Product Assistance;Jochem
Case 984;Handle Case;12.3.10 10:42;12.3.10 10:43;BL;Customer 822;MacBook Pro;Referred to Servicer;Mathias
Case 986;Handle Case;1.4.10 11:51;1.4.10 11:56;FL;Customer 824;iPhone;Product Assistance;Mary
Case 987;Handle Case;18.3.10 10:04;18.3.10 10:07;FL;Customer 825;MacBook Pro;Referred to Servicer;Ashley
Case 991;Handle Case;11.3.10 15:02;11.3.10 15:02;FL;Customer 829;iPhone;Referred to Servicer;Wil
Case 1000;Handle Case;4.3.10 14:12;4.3.10 14:13;FL;Customer 837;iPhone;Product Assistance;Mary
Case 1000;Handle Case;4.3.10 14:15;4.3.10 14:15;FL;Customer 837;iPhone;Product Assistance;Mary
Case 1004;Handle Case;15.3.10 11:33;15.3.10 11:33;FL;Customer 841;MacBook Pro;Referred to Servicer;Henk
Case 1013;Handle Case;22.3.10 10:15;22.3.10 10:15;FL;Customer 848;iPhone;Product Assistance;Kenny
Case 1027;Handle Case;19.3.10 7:57;19.3.10 7:58;BL;Customer 859;MacBook Pro;Referred to Servicer;Mathias
Case 1030;Handle Case;9.3.10 14:16;9.3.10 14:17;FL;Customer 862;MacBook Pro;Referred to Servicer;Harold
Case 1030;Handle Case;14.3.10 12:45;14.3.10 12:46;FL;Customer 862;MacBook Pro;Referred to Servicer;Maja
Case 1030;Handle Case;14.3.10 13:35;14.3.10 13:40;FL;Customer 862;MacBook Pro;Referred to Servicer;Harold
Case 1030;Handle Case;14.3.10 14:22;14.3.10 14:22;FL;Customer 862;MacBook Pro;Referred to Servicer;David
Case 1064;Handle Case;6.3.10 10:36;6.3.10 10:39;FL;Customer 889;iPhone;Referred to Servicer;Harold
Case 1064;Handle Case;7.3.10 7:50;7.3.10 7:51;FL;Customer 889;iPhone;Referred to Servicer;David
Case 1068;Handle Case;6.3.10 8:35;6.3.10 8:36;FL;Customer 893;MacBook Pro;Product Assistance;Wil
Case 1069;Handle Case;15.3.10 12:14;15.3.10 12:15;FL;Customer 894;MacBook Pro;Product Assistance;Harold
Case 1069;Handle Case;15.3.10 14:42;15.3.10 14:43;FL;Customer 894;MacBook Pro;Product Assistance;Harold
Case 1069;Handle Case;15.3.10 14:45;15.3.10 14:45;FL;Customer 894;MacBook Pro;Product Assistance;Harold
Case 1069;Handle Case;26.3.10 12:49;26.3.10 12:51;FL;Customer 894;MacBook Pro;Product Assistance;Harold
Case 1069;Handle Case;27.3.10 9:49;27.3.10 9:50;FL;Customer 894;MacBook Pro;Product Assistance;David
Case 1069;Handle Case;4.4.10 12:43;4.4.10 12:43;FL;Customer 894;MacBook Pro;Product Assistance;Wil
Case 1069;Handle Case;5.4.10 9:18;5.4.10 9:21;BL;Customer 894;MacBook Pro;Product Assistance;Tea
Case 1069;Handle Case;8.4.10 11:27;8.4.10 11:28;FL;Customer 894;MacBook Pro;Product Assistance;Wil
Case 1078;Handle Case;26.3.10 12:43;26.3.10 12:44;FL;Customer 902;MacBook Pro;Product Assistance;Christian
Case 1094;Handle Case;1.4.10 7:02;1.4.10 7:05;BL;Customer 917;MacBook Pro;Referred to Servicer;Mathias
Case 1104;Handle Case;28.3.10 12:58;28.3.10 12:58;FL;Customer 927;MacBook Pro;Product Assistance;Irena
Case 1105;Handle Case;17.4.10 11:06;17.4.10 11:09;BL;Customer 928;MacBook Pro;Referred to Servicer;Mathias
Case 1105;Handle Case;22.4.10 7:53;22.4.10 8:01;BL;Customer 928;MacBook Pro;Referred to Servicer;Mathias
Case 1108;Handle Case;27.3.10 8:28;27.3.10 8:43;BL;Customer 931;MacBook Pro;Referred to Servicer;Mathias
Case 1112;Handle Case;20.3.10 10:45;20.3.10 10:47;FL;Customer 935;iPhone;Referred to Servicer;Harold
Case 1140;Handle Case;15.3.10 6:39;15.3.10 6:42;BL;Customer 959;MacBook Pro;Referred to Servicer;Mathias
Case 1150;Handle Case;29.3.10 6:43;29.3.10 6:45;BL;Customer 968;MacBook Pro;Referred to Servicer;Mathias
Case 1151;Handle Case;22.3.10 17:56;22.3.10 17:57;FL;Customer 969;iPhone;Product Assistance;Michael
Case 1151;Handle Case;25.3.10 15:17;25.3.10 15:19;FL;Customer 969;iPhone;Product Assistance;Harold
Case 1151;Handle Case;26.3.10 14:37;26.3.10 14:38;FL;Customer 969;iPhone;Product Assistance;David
Case 1152;Handle Case;26.3.10 10:02;26.3.10 10:05;BL;Customer 970;MacBook Pro;Product Assistance;Mathias
Case 1152;Handle Case;27.3.10 7:48;27.3.10 7:55;BL;Customer 970;MacBook Pro;Product Assistance;Mathias
Case 1152;Handle Case;11.4.10 10:20;11.4.10 10:22;FL;Customer 970;MacBook Pro;Product Assistance;Fred
Case 1167;Handle Case;1.4.10 17:41;1.4.10 17:41;FL;Customer 983;MacBook Pro;Product Assistance;Harold
Case 1168;Handle Case;19.3.10 6:48;19.3.10 6:50;BL;Customer 984;MacBook Pro;Referred to Servicer;Mathias
Case 1170;Handle Case;19.3.10 7:22;19.3.10 7:24;BL;Customer 986;MacBook Pro;Referred to Servicer;Mathias
Case 1172;Handle Case;25.3.10 14:01;25.3.10 14:03;FL;Customer 988;MacBook Pro;Referred to Servicer;Nancy
Case 1182;Handle Case;26.3.10 8:55;26.3.10 9:05;FL;Customer 995;iPhone;Product Assistance;Mariska
Case 1182;Handle Case;26.3.10 9:05;26.3.10 9:15;FL;Customer 995;iPhone;Product Assistance;Mariska
Case 1197;Handle Case;7.3.10 14:36;7.3.10 14:37;FL;Customer 1009;iPhone;Product Assistance;Mary
Case 1210;Handle Case;7.3.10 11:23;7.3.10 11:23;BL;Customer 1020;iPhone;Referred to Servicer;Stephanie
Case 1212;Handle Case;19.3.10 9:45;19.3.10 9:46;FL;Customer 1022;MacBook Pro;Referred to Servicer;Jochem
Case 1212;Handle Case;22.3.10 7:29;22.3.10 7:31;BL;Customer 1022;MacBook Pro;Referred to Servicer;Mathias
Case 1212;Handle Case;27.3.10 7:01;27.3.10 7:04;BL;Customer 1022;MacBook Pro;Referred to Servicer;Mathias
Case 1234;Handle Case;20.3.10 9:47;20.3.10 9:47;FL;Customer 1034;MacBook Pro;Product Assistance;Ashley
Case 1234;Handle Case;20.3.10 12:31;20.3.10 12:32;FL;Customer 1034;MacBook Pro;Product Assistance;Monique
Case 1236;Handle Case;20.3.10 12:25;20.3.10 12:26;FL;Customer 1036;MacBook Pro;Product Assistance;Rachel
Case 1236;Handle Case;20.3.10 15:36;20.3.10 15:36;FL;Customer 1036;MacBook Pro;Product Assistance;David
Case 1239;Handle Case;2.4.10 11:25;2.4.10 11:25;FL;Customer 1039;MacBook Pro;Product Assistance;Mary
Case 1246;Handle Case;8.3.10 11:22;8.3.10 11:22;FL;Customer 1043;MacBook Pro;Referred to Servicer;Kenny
Case 1246;Handle Case;9.3.10 14:21;9.3.10 14:23;FL;Customer 1043;MacBook Pro;Referred to Servicer;Harold
